City,Price (CHF/Month),Net Price,Additional Costs,Rooms,Living Space,Street,PLZ/City,Description,Eigenschaften,Hauptangaben,Listing URL
Zurich,1’870.–,CHF 1’560.–,CHF 310.–,3,"79
m2","Im Witterswilerhof 6,",4055 Basel,"Diese frisch sanierte Wohnung im Iselin Quartier bietet folgendes:

-Super Grundriss
-Neue moderne Küche
-Neue Badezimmer und seperate WC
-Grosszügiger Eingangsbereich
-Gemütlicher Balkon mit Blick ins Grüne
-Neue Waschküchen

Hunde sind in dieser Liegenschaft leider nicht erlaubt.

Die Wohnung befindet sich an exzellenter Lage.
Tram- und Busstationen sind in wenigen Gehminuten zu erreichen. Diverse Einkaufsmöglickeiten sowie Restaurants, Café`s und Bars sind auch in kürzester Erntfernung.
Der Kindergarten und Spielplatz sind ebenfalls in kürzester Gehdistanz.

Bitte beachten Sie, dass die Bilder von einer typähnlichen Wohnung sind.

Sind Sie interessiert?
Dann melden Sie sich!","Balkon / Terrasse, Kabel-TV, Aussicht","{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '3', 'Etage:': '1', 'Wohnfläche:': '79 m2', 'Letztes Renovationsjahr:': '2023', 'Baujahr:': '1961'}",https://www.immoscout24.ch/mieten/4001755074
Zurich,2’750.–,CHF 2’500.–,CHF 250.–,4,"107
m2","Lindenhofstrasse 40,",4052 Basel,"Diese schöne, grosszügige 4-Zimmer-Altbauwohnung verfügt über:
- grosser Eingangsbereich
- 3 Schlaf-/Bürozimmer
- 1 Wohn- & Esszimmer (mit Durchgang)
- Einbauküche mit Granitarbeitsfläche, Kühl-Gefrierkombination, Backofen mit GK-Kochfeld, Geschirrspüler
- Badezimmer mit Lavabo, Spiegelschrank, Badewanne und WC- Anlage
- Balkon ca. 10 m2
- eigener Waschturm (WM / TU)
- Kellerabteil
Bodenbeläge:
- Fischgrätparkett / Laminat / Plattenboden (Nasszellen)
Interessiert? Vereinbaren Sie einen unverbindlichen Besichtigungstermin.","Balkon / Terrasse, Kabel-TV, Kinderfreundlich","{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '4', 'Etage:': '3', 'Wohnfläche:': '107 m2'}",https://www.immoscout24.ch/mieten/4001658314
Zurich,3’000.–,N/A,N/A,2.5,"51
m2","Gempenstrasse 78,",4053 Basel,"An der Gempenstrasse 78 im «Gundeli», wie das beliebte Wohnquartier auch genannt wird, vermieten wir nach Vereinbarung, eine hochwertig sanierte 2.5- Zimmer Attikawohnung mit zwei eigenen Terrassen.
Die «Highlights» der Wohnung:
- Küche mit Geschirrspüler, Induktionskochfeld und Backofen
- Landhausdiele Eichen Parkett geölt, in den Wohn und Schlafräumen
- Nasszellen mit bodenebene Dusche , moderne Bad Möbel
- Eigene Waschmaschine und Tumbler
- direkter Lift-Zugang in die Wohnung
- Zwei grosszügige Terrassen
Die Wohnung wird komplett möbliert vermietet.
Ihr Immo Living AG Team","Haustiere erlaubt, Balkon / Terrasse, Waschmaschine, Kinderfreundlich, Lift","{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Attikawohnung', 'Anzahl Zimmer:': '2.5', 'Etage:': '4', 'Wohnfläche:': '51 m2', 'Letztes Renovationsjahr:': '2021'}",https://www.immoscout24.ch/mieten/4001241888
Zurich,890.–,N/A,N/A,1,"13
m2","Klybeckstrasse,",4057 Basel,"Dieses WG-Zimmer bietet die folgende Ausstattung:
• 2 Mitbewohner
• Küche mit Küchenausstattung
• Bad/WC
• Möbliertes Zimmer
• Wasser und Stromgebühren
• Internet
• Reinigung der Gemeinschaftsräume
• Staubsauger für gemeinschaftliche Verwendung
Für mehr Informationen:
https://roomestate.com/de/room/57-2
----------------------------------------------
This shared room offers the following facilities:
• 2 flatmates
• Kitchen with kitchen equipment
• bathroom/toilet
• Furnished room
• Water and electricity charges
• internet
• Cleaning the common areas
• Vacuum cleaner for communal use
For more information:
https://roomestate.com/en/room/57-2
Wir suchen
Wir suchen junge Arbeitstätige, Praktikanten sowie Studenten, die es schätzen neue Leute kennenzulernen und bequem und komfortabel zu wohnen.
--------------------------------------
We are searching for young professionals, internees or students searching for a convenient and comfortable place to stay where you can meet new like-minded people.","Balkon / Terrasse, Aussicht, In Wohngemeinschaft","{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Einzelzimmer', 'Anzahl Zimmer:': '1', 'Etage:': '2', 'Wohnfläche:': '13 m2'}",https://www.immoscout24.ch/mieten/4002002708
Zurich,3’650.–,CHF 3’400.–,CHF 250.–,4.5,"116
m2","Rütimeyerplatz 2,",4054 Basel,"Erstbezug: Exklusive 4 1/2-Zimmer-Dachwohnung mit modernem Komfort am Rütimeyerplatz
Diese stilvoll renovierte 4.5-Zimmer-Altbaudachwohnung vereint historischen Charme mit zeitgemässem Wohnkomfort. Gelegen am Rütimeyerplatz in Basel, bietet sie eine erstklassige Anbindung und beste Lebensqualität in einer beliebten Wohngegend.  
Die grosszügige Wohnung mit 116 m² befindet sich im 3. Obergeschoss und ist bequem per Lift erreichbar. Der klassische Altbaucharakter wurde durch eine umfassende Renovierung bewahrt und mit modernen Annehmlichkeiten ergänzt. Zu den Highlights zählen:  
- Lichtdurchflutetes Wohn- und Esszimmer mit grosszügigem Platzangebot  
- Drei geräumige Schlafzimmer, davon eines mit direktem Zugang zum Badezimmer  
- Zwei stilvolle Nasszellen – eine mit freistehender Badewanne, eine mit moderner Dusche  
- Hochwertig ausgestattete Küche mit viel Stauraum  
- Fussbodenheizung für zusätzlichen Komfort
- Separater Kellerraum für zusätzlichen Stauraum  
Ein Balkon ist nicht vorhanden, doch zahlreiche Grünflächen und Naherholungsgebiete in unmittelbarer Umgebung bieten vielfältige Möglichkeiten zum Entspannen.  
Der Rütimeyerplatz zählt zu den begehrtesten Wohnlagen Basels. Die hervorragende Verkehrsanbindung durch die Tramlinien 1 und 8 sowie verschiedene Buslinien sorgt für schnelle Wege in die Innenstadt und darüber hinaus. Zahlreiche Einkaufsmöglichkeiten, Cafés und Restaurants befinden sich in direkter Umgebung. Für Familien bietet die Nähe zu diversen Schulen und Kindergärten eine optimale Infrastruktur. Zudem sind der beliebte Schützenmattpark und der Zoologische Garten Basel nur wenige Gehminuten entfernt und laden zu Freizeitaktivitäten im Grünen ein.  
Falls wir Ihr Interesse geweckt haben, nehmen Sie bitte mit unserem Herrn Gabriele Croce Kontakt auf und verlangen Sie unsere Vermietungsdokumentation.
Bezug ab Juni 2025","Waschmaschine, Tumbler, Kabel-TV, Ruhige Lage, Lift","{'Verfügbarkeit:': 'Nach Vereinbarung', 'Objekttyp:': 'Dachwohnung', 'Anzahl Zimmer:': '4.5', 'Anzahl Badezimmer:': '2', 'Etage:': '3', 'Anzahl Etagen:': '4', 'Wohnfläche:': '116 m2', 'Letztes Renovationsjahr:': '2025'}",https://www.immoscout24.ch/mieten/4002002011
Zurich,2’050.–,CHF 1’900.–,CHF 150.–,1.5,"69
m2","Rütimeyerplatz 2,",4054 Basel,"Erstbezug: Exklusives Loft-Studio-Dachwohnung mit modernem Komfort am Rütimeyerplatz
Diese frisch renovierte Studio-Loft-Wohnung im Dachgeschoss verbindet traditionellen Altbaucharakter mit modernem Wohnkomfort. Mit ihren sichtbaren Holzbalken und der offenen Raumgestaltung bietet sie ein einzigartiges Wohngefühl. Die Wohnung ist bequem per Lift bis ins 3. OG erreichbar, anschliessend führt ein kurzer Treppenaufgang in das 69 m² grosse Studio.  
- Grosszügiges, offenes Studio mit einer Fläche von 69 m²
- Moderne Küche mit hochwertigen Ausstattungen  
- Separates Réduit für zusätzlichen Stauraum  
- Stilvolles Badezimmer mit Dusche  
- Fussbodenheizung für angenehme Wärme  
- Privater Kellerraum  
Das Studio befindet sich am Rütimeyerplatz im beliebten Basler Stadtteil Gotthelf. Die Gegend überzeugt mit einer ausgezeichneten Infrastruktur und einer hohen Lebensqualität. Die Tramhaltestelle „Bundesplatz“ ist in unmittelbarer Nähe und ermöglicht eine schnelle Anbindung an die Basler Innenstadt sowie den Hauptbahnhof SBB. Verschiedene Buslinien bieten zusätzliche Mobilitätsoptionen.  
Der nahegelegene Schützenmattpark lädt zu entspannten Spaziergängen oder sportlichen Aktivitäten ein. Einkaufsmöglichkeiten, Cafés, Restaurants sowie Schulen und Universitäten befinden sich in direkter Umgebung. Auch die Rheinpromenade und das Basler Kulturangebot sind schnell erreichbar.  
Falls wir Ihr Interesse geweckt haben, nehmen Sie bitte mit unserem Herrn Gabriele Croce Kontakt auf und verlangen Sie unsere Vermietungsdokumentation.
Bezug ab Juni 2025.","Waschmaschine, Tumbler, Kabel-TV, Ruhige Lage, Lift","{'Verfügbarkeit:': 'Nach Vereinbarung', 'Objekttyp:': 'Dachwohnung', 'Anzahl Zimmer:': '1.5', 'Anzahl Badezimmer:': '1', 'Etage:': '4', 'Anzahl Etagen:': '4', 'Wohnfläche:': '69 m2', 'Letztes Renovationsjahr:': '2025'}",https://www.immoscout24.ch/mieten/4002002010
Zurich,870.–,CHF 750.–,CHF 120.–,1,"28
m2","Mülhauserstrasse 112,",4056 Basel,"Die Wohnung ist ruhig im St. Johann-Quartier gelegen. Die Öffentlichen Verkehrsmittel sowie Einkaufsmöglichkeiten befinden sich in nächster Umgebung. Die Wohnung verfügt über eine zeitgemässe Einbauküche mit Granitabdeckung, ein renoviertes Bad mit Wanne und WC, ein Entrée, ein grosses Zimmer (das Foto zeigt eine typgleiche Wohnung) und ein Kellerabteil. Die Wohnung hat keinen Balkon. Ein Lift ist vorhanden.","Kabel-TV, Lift","{'Verfügbarkeit:': '01.06.2025', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '1', 'Etage:': '3', 'Wohnfläche:': '28 m2', 'Nutzfläche:': '28 m2'}",https://www.immoscout24.ch/mieten/4002000086
Zurich,1’500.–,CHF 1’250.–,CHF 250.–,3,"70
m2","Habsburgerstrasse 30 VH,",4055 Basel,"Per 01. Mai oder nach Vereinbarung vermieten wir diese teilsanierte Wohnung in einem ruhigen, aber zentralen Quartier. Die Lage überzeugt durch die ruhige Umgebung, während die Stadt schnell und bequem erreichbar ist.

Die Wohnung verfügt über helle Zimmer mit Laminatböden, das Wohnzimmer ist mit einem wunderschönen Parkettboden ausgestattet. Das Badezimmer verfügt über eine Badewanne.

Besonders hervorzuheben ist die verglaste Terrasse, die vom Wohnzimmer aus zugänglich ist und fast wie ein zusätzliches Zimmer genutzt werden kann.

Nutzen Sie die Gelegenheit, diese charmante Wohnung in einer attraktiven Lage zu besichtigen!",,"{'Verfügbarkeit:': '01.05.2025', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '3', 'Etage:': '4', 'Anzahl Etagen:': '4', 'Wohnfläche:': '70 m2', 'Nutzfläche:': '70 m2', 'Letztes Renovationsjahr:': '2013', 'Baujahr:': '1962'}",https://www.immoscout24.ch/mieten/4001999754
Zurich,1’500.–,CHF 1’250.–,CHF 250.–,2,"56
m2","Im Ettingerhof 1,",4055 Basel,"2-Zimmerwohnung im 4. Obergeschoss:

- Küche mit Geschirrwaschmaschine und Glaskeramikherd

- Badezimmer mit Badewanne und eigener Waschmaschine / Trockner

- Vorplatz und Zimmer mit Laminatboden

- Balkon

- Kellerabteil

- Garten zur allgemeinen Benutzung


Öffentliche Verkehrsmittel und Einkaufsmöglichkeiten sind in nächster Nähe.


Gerne stehen wir Ihnen für eine Besichtigung zur Verfügung.","Haustiere erlaubt, Balkon / Terrasse, Lift","{'Verfügbarkeit:': '01.06.2025', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '2', 'Etage:': '4', 'Wohnfläche:': '56 m2'}",https://www.immoscout24.ch/mieten/4001999318
Zurich,710.–,CHF 630.–,CHF 80.–,1,"28
m2","Hegenheimerstrasse 107,",4055 Basel,"Entdecken Sie dieses charmante 1-Zimmer-Apartment in der Hegenheimerstrasse 107, im beliebten Quartier Basel-Iselin. Diese helle Wohnung im ersten Stock eines 1966 erbauten Gebäudes hat 28 m².
Highlights der Wohnung:
Helles Wohnzimmer: Geräumig mit Parkettboden und grossem Fenster für viel natürliches Licht
Funktionale Küche: Kompakt mit weissen Schränken und allen notwendigen Geräten
Modernes Badezimmer: Ausgestattet mit Badewanne, Dusche und WC
Lage und Umgebung:
Ruhige Lage mit moderatem Strassenlärm tagsüber
SPAR Supermarkt nur 2 Gehminuten entfernt
Orientierungsschule Isaak-Iselin in 4 Gehminuten erreichbar
Sonnen-Apotheke in 6 Gehminuten
Bahnhof in der Nähe für gute Anbindung
Dieses Apartment ist ideal für Studenten, junge Berufstätige oder als Zweitwohnung. Es bietet eine perfekte Kombination aus städtischem Leben und Ruhe. Die zentrale Lage ermöglicht es Ihnen, das pulsierende Leben Basels voll auszukosten, während Sie gleichzeitig einen ruhigen Rückzugsort haben.
Die Wohnung ist ab sofort verfügbar und wartet darauf, von Ihnen mit persönlicher Note gestaltet zu werden. Vereinbaren Sie noch heute eine Besichtigung und machen Sie dieses gemütliche Apartment zu Ihrem neuen Zuhause in Basel!",,"{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '1', 'Etage:': '1', 'Wohnfläche:': '28 m2', 'Baujahr:': '1966'}",https://www.immoscout24.ch/mieten/4001996538
Zurich,1’270.–,CHF 1’030.–,CHF 240.–,2,"59
m2","Prattelerstr. 11,",4052 Basel,"Diese Wohnung mit zeitgemässem Komfort eignet sich ideal für Paare oder auch Einzelpersonen. Schulen, Anschluss an den öffentlichen Verkehr sowie Einkaufsmöglichkeiten sind in wenigen Gehminuten zu erreichen.

Für Ihre Wohnqualität:
Parkettböden in Wohn- und Schlafzimmern
Einbauküche mit Glaskeramikherd
Nasszelle mit Bad und WC
Balkon
Kellerabteil
Lift
Interessiert? Dann lohnt sich eine Besichtigung.","Haustiere erlaubt, Balkon / Terrasse","{'Verfügbarkeit:': '16.05.2025', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '2', 'Etage:': 'EG', 'Wohnfläche:': '59 m2'}",https://www.immoscout24.ch/mieten/4001988174
Zurich,950.–,CHF 850.–,CHF 100.–,1,N/A,"Entenweidstrasse 74/7,",4056 Basel,"Die Entenweidstrasse 74 liegt an äusserst zentraler Lage in Fussdistanz zum Bahnhof St. Johann, dem Volta- und dem Lothringerplatz. Die Wohnung verfügt über:
Zimmer mit Laminatboden.
Einbauschrank im Korridor.
Autoeinstellplätze in der Einstellhalle können bei Bedarf dazu gemietet werden.
Ebenfalls in Fussdistanz finden Sie diverse Restaurants, eine Kita, viele Einkaufsmöglichkeiten und auch der Novartis-Campus ist nicht weit entfernt. 
Wichtig: Es können nur befristete Mietverträge bis 30.06.2028 abgeschlossen werden. Die Fotos stammen aus einer typenähnlichen Wohnung und können leicht abweichen.",Lift,"{'Verfügbarkeit:': '01.05.2025', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '1', 'Etage:': '3', 'Nutzfläche:': '30 m2'}",https://www.immoscout24.ch/mieten/4001975741
Zurich,1’440.–,CHF 1’190.–,CHF 250.–,3,"71
m2","Lehenmattstr. 140,",4052 Basel,Wir vermieten eine grosszügige 3-Zimmerwohnung (ca. 71 m²) im 3. OG. Mit moderner Einbauküche und Badezimmer. Alle Zimmer mit Parkettböden. Mit Balkon und schöner Aussicht auf den Schwarzpark. Kein Lift. Einkaufsmöglichkeiten und öffentlicher Verkehr in unmittelbarer Nähe.,"Balkon / Terrasse, Kabel-TV, Aussicht, Lift, Neubau","{'Verfügbarkeit:': '01.04.2025', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '3', 'Etage:': '3', 'Wohnfläche:': '71 m2', 'Baujahr:': '1911'}",https://www.immoscout24.ch/mieten/4001975338
Zurich,1’550.–,CHF 1’370.–,CHF 180.–,3,N/A,"Flughafenstrasse 72,",4056 Basel,"An der Flughafenstrasse 72 in Basel vermieten wir auf den 16. Februar 2025 oder nach Vereinbarung diese 3-Zimmerwohnung im 4. Obergeschoss. (kein Lift)
Für den ersten Monat wird Ihnen den Nettomietzins geschenkt und Sie zahlen nur die Nebenkosten ein.

Die ca. 60 m2 grosse Wohnung verfügt über Folgendes:

- Moderne Einbauküche mit Geschirrspülmaschine, Kühlschrank mit separatem Tiefkühler. Ein kleiner Esstisch stellen ist möglich.
- Badezimmer mit Dusche und genügend Stauraum
- kleiner Balkon, Zugang via Küche
- Einbauschrank im grosszügigen Eingangsbereich
- Wohnzimmer und 2 Schlafzimmer.
- Die Zimmer sind mit Parkettboden und Küche, Eingangsbereich und das Badezimmer sind mit Plattenboden ausgestattet

Eine Waschküche mit Trockenraum steht Ihnen zur allgemeinen Benutzung im Erdgeschoss zur Verfügung. Ebenso ein Veloraum.

In ca. 10 Gehminuten erreichen Sie die Tramhaltestelle ,,Bahnhof St. Johann'', welche diverse Orte in der Innenstadt anfährt. Die Bushaltestelle zum Bahnhof SBB und zum Flughafen befindet sich in nächster Nähe.

Bitte beachten Sie, dass die Fotos typähnlich oder seitenverkehrt sein können.

Haben wir Ihr Interesse geweckt? Rufen Sie uns an und vereinbaren Sie einen Besichtigungstermin!","Haustiere erlaubt, Balkon / Terrasse","{'Verfügbarkeit:': '01.05.2025', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '3', 'Etage:': '4'}",https://www.immoscout24.ch/mieten/4001967683
Zurich,1’720.–,CHF 1’520.–,CHF 200.–,3,"60
m2","Flughafenstrasse 72,",4056 Basel,"An der Flughafenstrasse 72 in Basel vermieten wir auf den 16. Februar 2025 oder nach Vereinbarung diese 3-Zimmerwohnung im 3. Obergeschoss. (kein Lift)
Für den ersten Monat wird Ihnen den Nettomietzins geschenkt und Sie zahlen nur die Nebenkosten ein.

Die ca. 60 m2 grosse Wohnung verfügt über Folgendes:

- Moderne Einbauküche mit Geschirrspülmaschine, Kühlschrank mit separatem Tiefkühler. Ein kleiner Esstisch stellen ist möglich.
- Badezimmer mit Dusche und genügend Stauraum
- kleiner Balkon, Zugang via Küche
- Einbauschrank im grosszügigen Eingangsbereich
- Wohnzimmer und 2 Schlafzimmer.
- Die Zimmer sind mit Parkettboden und Küche, Eingangsbereich und das Badezimmer sind mit Plattenboden ausgestattet

Eine Waschküche mit Trockenraum steht Ihnen zur allgemeinen Benutzung im Erdgeschoss zur Verfügung. Ebenso ein Veloraum.

In ca. 10 Gehminuten erreichen Sie die Tramhaltestelle ,,Bahnhof St. Johann'', welche diverse Orte in der Innenstadt anfährt. Die Bushaltestelle zum Bahnhof SBB und zum Flughafen befindet sich in nächster Nähe.

Bitte beachten Sie, dass die Fotos typähnlich oder seitenverkehrt sein können.

Haben wir Ihr Interesse geweckt? Rufen Sie uns an und vereinbaren Sie einen Besichtigungstermin!","Haustiere erlaubt, Balkon / Terrasse","{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '3', 'Etage:': '3', 'Wohnfläche:': '60 m2'}",https://www.immoscout24.ch/mieten/4001967679
Zurich,1’520.–,CHF 1’320.–,CHF 200.–,3,N/A,"Flughafenstrasse 72,",4056 Basel,"An der Flughafenstrasse 72 in Basel vermieten wir nach Vereinbarung diese 3-Zimmerwohnung im 3. Obergeschoss. (kein Lift)
Im ersten Monat schenken wir Ihnen den Nettomietzins.

Die ca. 60 m2 grosse Wohnung verfügt über Folgendes:

- Moderne Einbauküche mit Geschirrspülmaschine, Kühlschrank mit separatem Tiefkühler. Ein kleiner Esstisch stellen ist möglich.
- Badezimmer mit Dusche und genügend Stauraum
- kleiner Balkon, Zugang via Küche
- Einbauschrank im grosszügigen Eingangsbereich
- Wohnzimmer und 2 Schlafzimmer.
- Die Zimmer sind mit Parkettboden und Küche, Eingangsbereich und das Badezimmer sind mit Plattenboden ausgestattet

Eine Waschküche mit Trockenraum steht Ihnen zur allgemeinen Benutzung im Erdgeschoss zur Verfügung. Ebenso ein Veloraum.

In ca. 10 Gehminuten erreichen Sie die Tramhaltestelle ,,Bahnhof St. Johann'', welche diverse Orte in der Innenstadt anfährt. Die Bushaltestelle zum Bahnhof SBB und zum Flughafen befindet sich in nächster Nähe.

Bitte beachten Sie, dass die Fotos typähnlich oder seitenverkehrt sein können.

Haben wir Ihr Interesse geweckt? Rufen Sie uns an und vereinbaren Sie einen Besichtigungstermin!","Haustiere erlaubt, Balkon / Terrasse","{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '3', 'Etage:': '3'}",https://www.immoscout24.ch/mieten/4001967671
Zurich,1’475.–,CHF 1’325.–,CHF 150.–,3,N/A,"Mülhauserstr. 30,",4056 Basel,"Wir vermieten diese 3-Zimmerwohnung in einer ruhigen Seitenstrasse in der Nähe des Rheins.

Die Wohnung verfügt über einen grossen Vorplatz mit Einbauschrank, 2 Schlafzimmer, Wohnzimmer, Bad, Einbauküche und Balkon. Zimmer und Vorplatz mit Parkettboden, Bad mit Keramikplatten und Küche mit Linoleum.

Lift und Kellerabteil vorhanden. Gemeinsame Waschküche befindet sich im Untergeschoss.

Bitte beachten Sie, dass es sich um Referenzbilder handelt, da diverse Arbeiten nach Auszug noch ausgeführt werden.

Bei Interesse an einer Besichtigung dürfen Sie gerne das Kontaktformular online ausfüllen.

H310325Renner","Balkon / Terrasse, Lift","{'Verfügbarkeit:': '16.04.2025', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '3', 'Etage:': '5', 'Baujahr:': '1965'}",https://www.immoscout24.ch/mieten/4001965303
Zurich,1’490.–,CHF 1’290.–,CHF 200.–,3,"70
m2","Lehenmattstrasse 155,",4052 Basel,"Wir vermieten eine schöne 3-Zimmer-Wohnung (ca. 70 m2) im 1. OG. Zimmer mit Parkettböden. Grosse Küche, modernes Badezimmer. Zimmer mit Parkettböden. Mit grossem Balkon. Kein Lift. Einkaufsmöglichkeiten und öffentlicher Verkehr in unmittelbarer Nähe.","Balkon / Terrasse, Kabel-TV, Aussicht, Altbau","{'Verfügbarkeit:': '01.04.2025', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '3', 'Etage:': '1', 'Wohnfläche:': '70 m2', 'Baujahr:': '1947'}",https://www.immoscout24.ch/mieten/4001951520
Zurich,1’630.–,CHF 1’430.–,CHF 200.–,3.5,"66
m2","Lehenmattstr. 129,",4052 Basel,"Per 01.03.2025 vermieten wir diese teil sanierte 3.5 Zimmer-Wohnung im ruhigen Breite-Quartier. Die Wohnung befindet sich im 4. OG und besticht unter anderem durch die folgenden Punkte:
neue Küche mit Glaskeramik, Geschirrspüler und Backofen
Laminatböden in Wohn- und Schlafzimmer
Plattenboden in Küche und Nasszelle
Nasszelle mit Badewanne/WC
Einbauschrank im Eingang
Balkon
eigenes Kellerabteil im UG
Waschküche mit WM + Tumbler zur Mitbenützung
Einkaufsmöglichkeiten und Anbindung an den öffentlichen Verkehr befinden sich vor der Haustüre. Zudem ist das Ufer der Birs nur wenige Schritte von der Wohnung entfernt.

Interessiert? Dann lohnt sich eine Besichtigung!

* Bitte beachten Sie, dass es sich bei den Fotos um Vergleichsbilder einer anderen Wohnung handelt.",Balkon / Terrasse,"{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '3.5', 'Etage:': '4', 'Anzahl Etagen:': '4', 'Wohnfläche:': '66 m2'}",https://www.immoscout24.ch/mieten/4001928949
Zurich,1’260.–,CHF 1’110.–,CHF 150.–,1,"35
m2","Solothurnerstrasse 13,",4053 Basel,"In der sanierten Liegenschaft an der Solothurnerstrasse 13 in Basel vermieten wir ab sofort eine helle und moderne 1-Zimmerwohnung.


Die 1-Zimmerwohnung im Erdgeschoss ohne Balkon verfügt über eine attraktive, helle, offene Küche mit Geschirrspüler, Glaskeramik-Kochfeld, Kühlschrank mit integriertem Tiefkühler, modernes Badezimmer mit grosszügiger Dusche und hellen Feinsteinzeugplatten. Die Böden sind mit Eichenparkett verlegt.


Die Liegenschaft verfügt über Kellerabteile und Velo-Abstellplätze sowie eine Waschküche mit drei Waschmaschinen und drei Trockner.


Öffentliche Verkehrsmittel und Einkaufsmöglichkeiten sind in nächster Nähe.


Für einen Besichtigungstermin oder weitere Fragen stehen wir Ihnen gerne zur Verfügung.","Haustiere erlaubt, Balkon / Terrasse, Lift","{'Verfügbarkeit:': '16.03.2025', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '1', 'Etage:': 'EG', 'Wohnfläche:': '35 m2'}",https://www.immoscout24.ch/mieten/4001927369
Zurich,1’190.–,CHF 1’000.–,CHF 190.–,2,"54
m2","Markgräflerstrasse 62,",4057 Basel,"Wir vermieten per 16.04.2025 oder nach Vereinbarung diese Wohnung mit zeitgemässem Wohnkomfort, welche sich im lebendigen Matthäusquartier befindet. Der öffentliche Verkehr ist in unmittelbarer Nähe sowie die Einkaufsmöglichkeiten erreichen Sie bequem zu Fuss.

Für Ihre Wohnqualität:
Laminatböden
offene Einbauküche mit Glaskeramikkochfeld und Geschirrspülmaschine
Nasszelle mit Badewanne
Balkon mit Weitsicht
Lift
kein Kellerabteil
Bitte beachten Sie, dass es sich bei diesem Inserat um Beispielbilder handelt.

Interessiert? Dann lohnt sich eine Besichtigung.",Lift,"{'Verfügbarkeit:': '16.04.2025', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '2', 'Etage:': '5', 'Wohnfläche:': '54 m2'}",https://www.immoscout24.ch/mieten/4001925723
Zurich,1’935.–,CHF 1’715.–,CHF 220.–,3.5,"86
m2","Rennweg 100,",4052 Basel,"Wir vermieten nach Vereinbarung diese schöne, gemütliche 3-Zimmer-Wohnung mit einer Wohnfläche von 86 m2 im Gellert Quartier.

Einkaufsmöglichkeiten sowie der öffentliche Verkehr befinden sich in unmittelbarer Nähe (in 10 Minuten am Bankverein und in 20 Minuten am Basel SBB).

Die Wohnung verfügt über folgenden Ausbaustandard:

Küche mit Glaskeramikkochfeld und Geschirrspüler
Wohn- und Essbereich
Parkettbodenbeläge im Schlafzimmer und Wohnzimmer sowie im Eingangsbereich
Bodenplatten in Küche und Nasszelle
Nasszelle mit Wanne und Lavabo
zwei Balkone
Lift
Waschmaschine und Tumbler in der Küche
Bitte beachten Sie, dass es sich bei diesem Inserat um Beispielbilder handelt.

Interessiert? Dann lohnt sich eine Besichtigung.",,"{'Verfügbarkeit:': 'Nach Vereinbarung', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '3.5', 'Etage:': '1', 'Wohnfläche:': '86 m2'}",https://www.immoscout24.ch/mieten/4001922012
